anime_id,title,title_english,title_japanese,title_synonyms,image_url,status,source,episodes,status,airing,release_date,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,licensor,studio,genre,duration_min,release_year,runtime
6895,Hakuouki,Hakuoki ~Demon of the Fleeting Blossom~,薄桜鬼,"Hakuoki,Hakuouki: Shinsengumi Kitan",https://myanimelist.net/images/anime/3/71800.jpg,TV,Visual novel,12,Finished Airing,False,"Apr 4, 2010","{'from': '2010-04-04', 'to': '2010-06-20'}",23 min. per ep.,R - 17+ (violence & profanity),0.792016806722689,48662,1522.0,0.053362825741342365,111561,1824,Spring 2010,Unknown,unknown,sentai filmworks,studio deen,action|historical|supernatural|drama|samurai|josei,23.0,2010.0,276.0
31633,Sushi Police,,SUSHI POLICE（スシポリス）,,https://myanimelist.net/images/anime/13/76236.jpg,TV,Original,13,Finished Airing,False,"Jan 7, 2016","{'from': '2016-01-07', 'to': '2016-03-31'}",3 min. per ep.,PG-13 - Teens 13 or older,0.4968487394957984,3107,9249.0,0.2500864035390889,10383,16,Winter 2016,Thursdays at 01:00 (JST),dentsu|tokyo mx|sedic international|sankyo planning|tokyu recreation|amuse,unknown,koo-ki,comedy|police,3.0,2016.0,39.0
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,,お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!,"Oniichan no Koto nanka Zenzen Suki Janain Dakara ne!!, Onisuki, Because I Don&#039;t Like My Big Brother At All!!",https://myanimelist.net/images/anime/3/75499.jpg,TV,Manga,12,Finished Airing,False,"Jan 9, 2011","{'from': '2011-01-09', 'to': '2011-03-27'}",23 min. per ep.,PG-13 - Teens 13 or older,0.6586134453781513,29510,6521.0,0.0921407340844681,60859,53,Winter 2011,Sundays at 00:30 (JST),starchild records,unknown,zexcs,harem|comedy|romance|ecchi,23.0,2011.0,276.0
1234,Hand Maid Mai,,ハンドメイドマイ,,https://myanimelist.net/images/anime/12/2903.jpg,OVA,Original,1,Finished Airing,False,"Jan 18, 2003","{'from': '2003-01-18', 'to': '2003-01-18'}",25 min.,PG-13 - Teens 13 or older,0.6439075630252101,1228,6996.0,0.4126633026888781,2987,1,,,lantis,unknown,tokyo kids,comedy|ecchi|romance|sci-fi,25.0,2003.0,25.0
3613,Toshokan Sensou,Library Wars,図書館戦争,"Library War, Toshokan Kakumei, Library Revolution, Library Rebellion, Library Crisis",https://myanimelist.net/images/anime/5/79595.jpg,TV,Novel,12,Finished Airing,False,"Apr 11, 2008","{'from': '2008-04-11', 'to': '2008-06-27'}",23 min. per ep.,PG-13 - Teens 13 or older,0.7941176470588235,18689,1480.0,0.11038916154005668,47015,335,Spring 2008,Fridays at 00:45 (JST),fuji tv|code|asmik ace entertainment|ascii media works|sony music entertainment|atelier musa,discotek media,production i.g,action|military|comedy|romance,23.0,2008.0,276.0
3391,Maicching Machiko-sensei,Miss Machiko,まいっちんぐマチコ先生,"Shame of Teacher Machiko, Maicchingu Machiko Sensei, Maitchingu Machiko Sensei",https://myanimelist.net/images/anime/7/60423.jpg,TV,Manga,95,Finished Airing,False,"Oct 8, 1981","{'from': '1981-10-08', 'to': '1983-10-06'}",25 min. per ep.,R+ - Mild Nudity,0.6838235294117647,98,5563.0,0.5209096564595286,1442,3,Fall 1981,Thursdays at 19:30 (JST),tv tokyo,unknown,studio pierrot,comedy|ecchi|school,25.0,1981.0,2375.0
27419,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",,タリ タリ 「曇ったり、輝いたりまたい、つか歌ったり」,"Tari Tari Special, Tari Tari: Being Cloudy, Shining, Singing Again Someday",https://myanimelist.net/images/anime/2/66549.jpg,Special,Original,1,Finished Airing,False,"Dec 17, 2014","{'from': '2014-12-17', 'to': '2014-12-17'}",11 min.,PG-13 - Teens 13 or older,0.717436974789916,1934,4216.0,0.3389783645538121,4912,1,,,unknown,unknown,p.a. works,slice of life|music|school,11.0,2014.0,11.0
3000,Taiho Shichau zo: Full Throttle,You&#039;re Under Arrest: Full Throttle,逮捕しちゃうぞ フルスロットル,"Taiho Shichauzo: Full Throttle, Taiho Shichau zo (2007)",https://myanimelist.net/images/anime/4/21616.jpg,TV,Manga,23,Finished Airing,False,"Oct 5, 2007","{'from': '2007-10-05', 'to': '2008-03-28'}",24 min. per ep.,PG-13 - Teens 13 or older,0.7647058823529412,1967,2506.0,0.31395589963364895,5975,4,Fall 2007,Unknown,tbs,sentai filmworks,studio deen,action|comedy|police|shounen,24.0,2007.0,552.0
6768,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,,コードギアス 反逆のルルーシュ R2 Special Edition Zero Requiem,,https://myanimelist.net/images/anime/7/15968.jpg,OVA,Original,1,Finished Airing,False,"Jul 24, 2009","{'from': '2009-07-24', 'to': '2009-07-24'}",1 hr. 56 min.,R - 17+ (violence & profanity),0.8308823529411765,10813,673.0,0.14778461325775902,29458,101,,,unknown,unknown,sunrise,action|mecha|military|super power,116.0,2009.0,116.0
43,Ghost in the Shell,Ghost in the Shell,GHOST IN THE SHELL（攻殻機動隊）,Koukaku Kidoutai,https://myanimelist.net/images/anime/10/82594.jpg,Movie,Manga,1,Finished Airing,False,"Nov 18, 1995","{'from': '1995-11-18', 'to': '1995-11-18'}",1 hr. 22 min.,R+ - Mild Nudity,0.8771008403361344,182809,192.0,0.011958249809912213,329663,7755,,,bandai visual|kodansha,manga entertainment,production i.g,action|sci-fi|police|psychological|mecha|seinen,82.0,1995.0,82.0
27831,Durarara!!x2 Ten,Durarara!! x2 Ten,デュラララ!!×２ 転,Durarara!!x2 Ten,https://myanimelist.net/images/anime/8/74981.jpg,TV,Light novel,12,Finished Airing,False,"Jul 4, 2015","{'from': '2015-07-04', 'to': '2015-09-26'}",24 min. per ep.,R - 17+ (violence & profanity),0.8508403361344538,99801,434.0,0.026543167208128843,196117,590,Summer 2015,Saturdays at 23:30 (JST),aniplex,aniplex of america,shuka,action|mystery|supernatural,24.0,2015.0,288.0
17637,Miyakawa-ke no Kuufuku,,宮河家の空腹,The Miyakawa Family&#039;s Hunger,https://myanimelist.net/images/anime/5/47451.jpg,ONA,Manga,10,Finished Airing,False,"Apr 29, 2013","{'from': '2013-04-29', 'to': '2013-07-01'}",5 min. per ep.,PG-13 - Teens 13 or older,0.6890756302521008,7951,5379.0,0.20515656321282918,16128,22,,,unknown,unknown,ordet|encourage films,slice of life,5.0,2013.0,50.0
15389,Kremlin,,クレムリン,,https://myanimelist.net/images/anime/5/42271.jpg,ONA,Manga,5,Finished Airing,False,"Sep 14, 2012","{'from': '2012-09-14', 'to': '2013-02-22'}",2 min. per ep.,PG-13 - Teens 13 or older,0.5546218487394958,229,8723.0,0.6399391719084814,580,0,,,unknown,unknown,dle,comedy|seinen,2.0,2012.0,10.0
23383,D-Fang!: Water!!,,ディーふらぐ! ウォーター!!,D-Frag! OAD,https://myanimelist.net/images/anime/9/67077.jpg,OVA,Manga,1,Finished Airing,False,"Sep 22, 2014","{'from': '2014-09-22', 'to': '2014-09-22'}",24 min.,PG-13 - Teens 13 or older,0.7815126050420168,22421,1841.0,0.12580355291352732,38520,24,,,media factory,unknown,brain&#039;s base,game|comedy|seinen,24.0,2014.0,24.0
32897,Seishun Anime Zenshuu Specials,Animated Classics of Japanese Literature,青春アニメ全集,"Youth Anime Complete Collection, Sumitomo Seimei Seishun Anime Zenshuu, Sumitomo Life Insurance Youth Anime Complete Collection",https://myanimelist.net/images/anime/3/78898.jpg,Special,Novel,2,Finished Airing,False,"Oct 8, 1987","{'from': '1987-10-08', 'to': '1997-10-15'}",23 min. per ep.,G - All Ages,0.5808823529411765,19,11988.0,0.8844266261146057,109,0,,,unknown,unknown,nippon animation,drama|historical,23.0,1987.0,46.0
31018,DD Hokuto no Ken 2 Ichigo Aji+,DD Fist of the North Star 2: Strawberry Flavor Plus,DD北斗の拳2 イチゴ味+,Hokuto no Ken: Ichigo Aji,https://myanimelist.net/images/anime/8/78124.jpg,TV,Manga,12,Finished Airing,False,"Oct 7, 2015","{'from': '2015-10-07', 'to': '2015-12-23'}",23 min. per ep.,PG-13 - Teens 13 or older,0.6260504201680672,581,7433.0,0.46194788138522147,2168,2,Fall 2015,Wednesdays at 01:35 (JST),unknown,unknown,ajia-do,comedy|parody|school|seinen,23.0,2015.0,276.0
5526,Pokemon: Pikachu no Natsuyasumi,Pokemon: Pikachu&#039;s Summer Vacation,ピカチュウのなつやすみ,"Pocket Monsters: Pikachu no Natsuyasumi, Pikachu Short 1",https://myanimelist.net/images/anime/10/26367.jpg,Movie,Game,1,Finished Airing,False,"Jul 18, 1998","{'from': '1998-07-18', 'to': '1998-07-18'}",21 min.,PG - Children,0.7184873949579832,14605,4165.0,0.1667242690260593,23976,11,,,unknown,4kids entertainment|warner bros.,olm,comedy|fantasy|kids,21.0,1998.0,21.0
35498,Boku to Misaki-sensei,,ボクとみさき先生,,https://myanimelist.net/images/anime/11/85541.jpg,OVA,Original,1,Finished Airing,False,"Apr 28, 2017","{'from': '2017-04-28', 'to': '2017-04-28'}",22 min.,Rx - Hentai,0.7342436974789917,1715,,0.3597843367664339,4234,58,,,unknown,unknown,jumondo,hentai|school,22.0,2017.0,22.0
35890,Enoshimans,,えのしまんず,,https://myanimelist.net/images/anime/5/86761.jpg,ONA,Original,10,Finished Airing,False,"Jul 17, 2017","{'from': '2017-07-17', 'to': '2017-08-31'}",3 min. per ep.,G - All Ages,0.5388655462184874,8,10066.0,0.8925831202046035,103,0,,,tate anime,unknown,oddjob,comedy,3.0,2017.0,30.0
572,Kaze no Tani no Nausicaä,Nausicaä of the Valley of the Wind,風の谷のナウシカ,"Nausicaa of the Valley of the Wind, Kaze no Tani no Nausicaa, Warriors of the Wind",https://myanimelist.net/images/anime/10/75914.jpg,Movie,Manga,1,Finished Airing,False,"Mar 11, 1984","{'from': '1984-03-11', 'to': '1984-03-11'}",1 hr. 57 min.,PG-13 - Teens 13 or older,0.8897058823529412,119092,120.0,0.02806386949609456,188165,2525,,,topcraft,walt disney studios|gkids,studio ghibli|studio hibari,adventure|fantasy,117.0,1984.0,117.0
2804,Hana no Mahoutsukai Mary Bell,,花の魔法使いマリーベル,"Floral Magician Mary Bell, Hana no Mahou Tsukai Maribell, Floral Elf Mary Bell, Flower Witch Marybell",https://myanimelist.net/images/anime/7/27032.jpg,TV,Original,50,Finished Airing,False,"Feb 3, 1992","{'from': '1992-02-03', 'to': '1993-01-18'}",24 min. per ep.,G - All Ages,0.6995798319327732,329,4928.0,0.5279601852491878,1374,5,Winter 1992,Mondays at 18:00 (JST),big west|tv setouchi,unknown,production reed|asahi production,adventure|magic|fantasy|shoujo,24.0,1992.0,1200.0
9333,Koi☆Sento,Coicent,コイ☆セント,"Koi☆Cent, Koisento",https://myanimelist.net/images/anime/3/29297.jpg,OVA,Original,1,Finished Airing,False,"Nov 27, 2010","{'from': '2010-11-27', 'to': '2010-11-27'}",25 min.,PG-13 - Teens 13 or older,0.6838235294117647,3082,5560.0,0.3215594110734775,5638,2,,,showgate,sentai filmworks,sunrise,comedy|romance,25.0,2010.0,25.0
17843,Inferno Cop: Fact Files,Inferno Cop: Fact Files,インフェルノコップ ファクトファイル,,https://myanimelist.net/images/anime/9/47569.jpg,ONA,Original,12,Finished Airing,False,"Dec 28, 2012","{'from': '2012-12-28', 'to': '2013-03-17'}",24 sec. per ep.,R - 17+ (violence & profanity),0.5735294117647058,3067,8430.0,0.31146747770788685,6075,2,,,comix wave films,unknown,trigger,action|comedy|police,0.4,2012.0,4.800000000000001
2050,Honoo no Tenkousei,,炎の転校生,Blazing Transfer Student,https://myanimelist.net/images/anime/10/79406.jpg,OVA,Manga,2,Finished Airing,False,"May 21, 1991","{'from': '1991-05-21', 'to': '1991-05-21'}",23 min. per ep.,PG-13 - Teens 13 or older,0.707983193277311,1711,4530.0,0.3846685560240547,3579,6,,,studio fantasia|youmex,unknown,gainax,action|comedy|martial arts|parody|school|shounen|sports,23.0,1991.0,46.0
819,Boku wa Imouto ni Koi wo Suru,,僕は妹に恋をする,"I&#039;m My Little Sister&#039;s Secret, I&#039;m in Love With My Little Sister",https://myanimelist.net/images/anime/1/819.jpg,OVA,Manga,1,Finished Airing,False,"May 18, 2005","{'from': '2005-05-18', 'to': '2005-05-18'}",49 min.,R+ - Mild Nudity,0.6817226890756303,18654,5633.0,0.1418400497684385,31480,106,,,shogakukan productions|zoom enterprise,unknown,vega entertainment,romance|shoujo,49.0,2005.0,49.0
4496,Zero Sum Game: Sex Crime,Zero Sum Game,ZERO SUM GAME -SEX CRIME-,Sex Crime: Zero Sum Game,https://myanimelist.net/images/anime/4/22296.jpg,OVA,Manga,1,Finished Airing,False,"Oct 25, 2001","{'from': '2001-10-25', 'to': '2001-10-25'}",30 min.,Rx - Hentai,0.5514705882352942,491,,0.5193889541715628,1456,4,,,blue eyes,unknown,green bunny,hentai,30.0,2001.0,30.0
4581,Shikabane Hime: Aka,Corpse Princess: Aka,屍姫 赫,Shikabane Hime Aka,https://myanimelist.net/images/anime/10/20544.jpg,TV,Manga,13,Finished Airing,False,"Oct 2, 2008","{'from': '2008-10-02', 'to': '2008-12-25'}",24 min. per ep.,R - 17+ (violence & profanity),0.7710084033613446,33509,2289.0,0.06856984862099952,85021,206,Fall 2008,Unknown,square enix|starchild records,funimation,gainax|feel.,action|horror|martial arts,24.0,2008.0,312.0
1544,Super Robot Taisen OG The Animation,Super Robot Wars Original Generation: The Animation,スーパーロボット大戦 ORIGINAL GENERATION THE ANIMATION,"Super Robot Taisen Original Generation - The Animation, Super Robot Wars OG: The Animation, SRWOG",https://myanimelist.net/images/anime/6/24378.jpg,OVA,Game,3,Finished Airing,False,"May 27, 2005","{'from': '2005-05-27', 'to': '2005-12-23'}",28 min. per ep.,PG-13 - Teens 13 or older,0.7090336134453782,1334,4556.0,0.41459874196447083,2941,9,,,bandai visual,bandai entertainment|media blasters|bandai visual usa,brain&#039;s base,mecha|sci-fi|shounen|space,28.0,2005.0,84.0
1608,Salaryman Kintarou,,サラリーマン金太郎,,https://myanimelist.net/images/anime/8/62593.jpg,TV,Manga,20,Finished Airing,False,"Feb 18, 2001","{'from': '2001-02-18', 'to': '2001-03-18'}",25 min. per ep.,R+ - Mild Nudity,0.7972689075630252,1828,1389.0,0.33082187046381417,5266,24,Winter 2001,Unknown,bandai visual|tbs|81 produce|shueisha,unknown,jcf,comedy|drama|seinen,25.0,2001.0,500.0
3219,Gakuen Utopia Manabi Straight! Special,,がくえんゆーとぴあ まなびストレート！,"Gakuen Utopia Manabi Straight! Episode 6.5, Gakuen Utopia Manabi Straight! OVA",https://myanimelist.net/images/anime/8/26354.jpg,Special,Original,1,Finished Airing,False,"Oct 10, 2007","{'from': '2007-10-10', 'to': '2007-10-10'}",24 min.,G - All Ages,0.7542016806722689,2725,2887.0,0.3304762563074583,5291,1,,,starchild records,unknown,ufotable,comedy|school|sci-fi|slice of life,24.0,2007.0,24.0
11285,Black★Rock Shooter (TV),Black Rock Shooter,ブラック★ロックシューター,BRS (TV),https://myanimelist.net/images/anime/5/53909.jpg,TV,Other,8,Finished Airing,False,"Feb 3, 2012","{'from': '2012-02-03', 'to': '2012-03-23'}",23 min. per ep.,PG-13 - Teens 13 or older,0.7352941176470589,125060,3559.0,0.01949263841846962,245436,1852,Winter 2012,Fridays at 00:45 (JST),aniplex|dentsu|fuji tv|ultra super pictures|sony music entertainment|fuji pacific music publishing|good smile company,funimation,ordet|sanzigen,action|drama|school|slice of life,23.0,2012.0,184.0
35557,Houseki no Kuni (TV),Land of the Lustrous,宝石の国,Country of Jewels,https://myanimelist.net/images/anime/3/88293.jpg,TV,Manga,12,Finished Airing,False,"Oct 7, 2017","{'from': '2017-10-07', 'to': '2017-12-23'}",24 min. per ep.,PG-13 - Teens 13 or older,0.8907563025210085,52156,112.0,0.04492984032625976,129354,2995,Fall 2017,Saturdays at 21:30 (JST),mainichi broadcasting system|kodansha|movic|at-x|toho animation|tokyo mx|q-tec|kyoraku industrial holdings|bs11,sentai filmworks,orange,action|mystery|drama|fantasy|seinen,24.0,2017.0,288.0
1872,Saru Getchu: On Air,Ape Escape,サルゲッチュ ～オンエアー～,Saru! Get You: On Air,https://myanimelist.net/images/anime/6/24681.jpg,TV,Game,26,Finished Airing,False,"Apr 8, 2006","{'from': '2006-04-08', 'to': '2006-09-30'}",15 min. per ep.,PG - Children,0.6701680672268907,189,6096.0,0.6059307389230663,766,5,Spring 2006,Unknown,unknown,unknown,xebec,adventure|comedy|fantasy|kids|romance|shounen,15.0,2006.0,390.0
2926,Myself; Yourself,Myself; Yourself,マイセルフ; ユアセルフ,,https://myanimelist.net/images/anime/13/75247.jpg,TV,Visual novel,13,Finished Airing,False,"Oct 3, 2007","{'from': '2007-10-03', 'to': '2007-12-26'}",25 min. per ep.,PG-13 - Teens 13 or older,0.7710084033613446,72443,2282.0,0.042441418400497685,135562,764,Fall 2007,Unknown,marvelous|pony canyon|happinet pictures|5pb.,maiden japan,doga kobo,drama|romance|school,25.0,2007.0,325.0
36191,Boku wa Sonzai Shiteinakatta,,僕は存在していなかった,"22/7, Nanabun no Nijuuni",https://myanimelist.net/images/anime/3/87429.jpg,Music,Music,1,Finished Airing,False,"Aug 24, 2017","{'from': '2017-08-24', 'to': '2017-08-24'}",5 min.,G - All Ages,0.6092436974789915,135,7792.0,0.706504458422617,341,0,,,aniplex|sony music entertainment,unknown,tatsunoko production,music,5.0,2017.0,5.0
1661,Cutey Honey,,キューティーハニー,Cutie Honey,https://myanimelist.net/images/anime/13/55427.jpg,TV,Manga,25,Finished Airing,False,"Oct 13, 1973","{'from': '1973-10-13', 'to': '1974-03-30'}",25 min. per ep.,PG-13 - Teens 13 or older,0.6922268907563025,2166,5242.0,0.2607313195548489,9391,30,Fall 1973,Saturdays at 20:30 (JST),dynamic planning,discotek media,toei animation,action|sci-fi|school,25.0,1973.0,625.0
21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",,たまゆら～もあぐれっしぶ～ 第8.5話「一日だけの修学旅行、なので」,"Tamayura: More Aggressive OVA, Tamayura: More Aggressive Episode 8.5",https://myanimelist.net/images/anime/9/63207.jpg,Special,Original,1,Finished Airing,False,"Jun 7, 2014","{'from': '2014-06-07', 'to': '2014-06-07'}",24 min.,G - All Ages,0.7867647058823529,1420,1681.0,0.39006013686320584,3463,1,,,unknown,unknown,tyo animations,comedy|drama|slice of life,24.0,2014.0,24.0
34240,Shelter,Shelter,シェルター,,https://myanimelist.net/images/anime/5/82388.jpg,Music,Music,1,Finished Airing,False,"Oct 18, 2016","{'from': '2016-10-18', 'to': '2016-10-18'}",6 min.,G - All Ages,0.8834033613445379,108477,165.0,0.03504527545448261,158435,1725,,,half h.p studio,crunchyroll,a-1 pictures,sci-fi|music,6.0,2016.0,6.0
31456,Code:Realize - Sousei no Himegimi,Code:Realize ~Guardian of Rebirth~,Code:Realize ～創世の姫君～,,https://myanimelist.net/images/anime/6/88465.jpg,TV,Visual novel,12,Finished Airing,False,"Oct 7, 2017","{'from': '2017-10-07', 'to': '2017-12-23'}",23 min. per ep.,PG-13 - Teens 13 or older,0.7006302521008403,9638,4877.0,0.11405267159742863,44776,161,Fall 2017,Saturdays at 20:00 (JST),frontier works|lantis|at-x|dax production|asmik ace entertainment|sony music communications|hakuhodo dy music &amp; pictures|chugai mining co.|ltd.|kadokawa,funimation,m.s.c,military|historical|romance|fantasy|josei,23.0,2017.0,276.0
9958,Hayate no Gotoku! Heaven Is a Place on Earth,Hayate the Combat Butler! Movie,劇場版 ハヤテのごとく! HEAVEN IS A PLACE ON EARTH,Hayate no Gotoku! (2011),https://myanimelist.net/images/anime/13/29542.jpg,Movie,Manga,1,Finished Airing,False,"Aug 27, 2011","{'from': '2011-08-27', 'to': '2011-08-27'}",1 hr. 9 min.,PG-13 - Teens 13 or older,0.7605042016806723,13389,2644.0,0.15704707264809567,26562,44,,,tv tokyo|geneon universal entertainment|shogakukan productions|half h.p studio|shogakukan music &amp; digital entertainment,sentai filmworks,manglobe,harem|comedy|parody|shounen,69.0,2011.0,69.0
5353,Chameleon (OVA),Bite me!,カメレオン,Bite Me! Chameleon,https://myanimelist.net/images/anime/12/10924.jpg,OVA,Manga,6,Finished Airing,False,"Feb, 1992","{'from': '1992-02-10', 'to': '1996-02-10'}",51 min. per ep.,R+ - Mild Nudity,0.6869747899159664,155,5442.0,0.5827054676159535,921,1,,,daume|horipro,unknown,egg,comedy|ecchi|school|seinen,51.0,1992.0,306.0
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,,おおきく振りかぶって 〜夏の大会編〜 第12.5話 目標,"Oofuri, Ookiku Furikabutte: Natsu no Taikai Hen OVA, Ookiku Furikabutte: Natsu no Taikai Hen Episode 12.5, Ookiku Furikabutte 2 Special, Big Windup! 2 Special, Swing Big! 2 Special",https://myanimelist.net/images/anime/3/25253.jpg,Special,Manga,1,Finished Airing,False,"Dec 22, 2010","{'from': '2010-12-22', 'to': '2010-12-22'}",24 min.,G - All Ages,0.7878151260504201,2662,1644.0,0.3219741480611045,5622,4,,,unknown,nozomi entertainment,a-1 pictures,comedy|sports,24.0,2010.0,24.0
33685,Cyborg 009: Call of Justice 1,,CYBORG009 CALL OF JUSTICE 第1章,,https://myanimelist.net/images/anime/11/81018.jpg,Movie,Manga,1,Finished Airing,False,"Nov 25, 2016","{'from': '2016-11-25', 'to': '2016-11-25'}",2 hr.,PG - Children,0.6785714285714286,779,5750.0,0.4421787516416672,2487,1,,,production i.g|ishimori pro,unknown,olm digital|signal. md,action|sci-fi|adventure|mecha|shounen,120.0,2016.0,120.0
34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,,LUPIN THE IIIRD 血煙の石川五ェ門,Lupin the Third: Goemon Ishikawa&#039;s Spray of Blood,https://myanimelist.net/images/anime/8/83091.jpg,Movie,Manga,1,Finished Airing,False,"Feb 4, 2017","{'from': '2017-02-04', 'to': '2017-02-04'}",53 min.,R+ - Mild Nudity,0.8245798319327731,3343,796.0,0.23861201354807493,11664,27,,,tms entertainment,unknown,telecom animation film,action|adventure|comedy|drama|seinen,53.0,2017.0,53.0
11659,Pink Mizu Dorobou Ame Dorobou,Pink: Water Thieves Rain Thieves,ピンク みずドロボウあめドロボウ,"Pink: Water Bandit Rain Bandit, Akira Toriyama the World",https://myanimelist.net/images/anime/10/32503.jpg,Movie,Manga,1,Finished Airing,False,"Jul 7, 1990","{'from': '1990-07-07', 'to': '1990-07-07'}",30 min.,PG-13 - Teens 13 or older,0.5672268907563026,176,8547.0,0.6285339047487385,646,0,,,unknown,unknown,toei animation,action|comedy|fantasy|shounen,30.0,1990.0,30.0
565,Steamboy,Steamboy,スチームボーイ,,https://myanimelist.net/images/anime/11/21278.jpg,Movie,Original,1,Finished Airing,False,"Jul 17, 2004","{'from': '2004-07-17', 'to': '2004-07-17'}",2 hr. 6 min.,PG-13 - Teens 13 or older,0.7794117647058824,28053,1951.0,0.10541231768853251,50418,121,,,unknown,unknown,studio 4°c|sunrise,action|military|sci-fi|adventure|historical|drama,126.0,2004.0,126.0
1218,Tonagura!,,となグラ！,Tona-gura!,https://myanimelist.net/images/anime/1/1218.jpg,TV,Manga,13,Finished Airing,False,"Jul 9, 2006","{'from': '2006-07-09', 'to': '2006-10-01'}",24 min. per ep.,PG-13 - Teens 13 or older,0.717436974789916,18057,4219.0,0.13160987074030553,35882,43,Summer 2006,Unknown,starchild records,unknown,daume,comedy|drama|ecchi|romance|school,24.0,2006.0,312.0
32171,Ange Vierge,,アンジュ・ヴィエルジュ,,https://myanimelist.net/images/anime/11/80684.jpg,TV,Card game,12,Finished Airing,False,"Jul 10, 2016","{'from': '2016-07-10', 'to': '2016-09-25'}",23 min. per ep.,R+ - Mild Nudity,0.6439075630252101,8605,6989.0,0.14094145296191332,31979,60,Summer 2016,Sundays at 01:30 (JST),sotsu|sega|klockworx|grooove,unknown,silver link.,adventure|magic|fantasy|school,23.0,2016.0,276.0
11185,Kowaku no Toki,,蠱惑の刻,,https://myanimelist.net/images/anime/6/32093.jpg,OVA,Visual novel,4,Finished Airing,False,"Oct 28, 2011","{'from': '2011-10-28', 'to': '2014-07-25'}",30 min. per ep.,Rx - Hentai,0.6491596638655462,2299,,0.3087716872883113,6213,45,,,unknown,unknown,poro,hentai,30.0,2011.0,120.0
31564,Sansha Sanyou,"Three Leaves, Three Colors",三者三葉,,https://myanimelist.net/images/anime/13/79415.jpg,TV,4-koma manga,12,Finished Airing,False,"Apr 11, 2016","{'from': '2016-04-11', 'to': '2016-06-27'}",24 min. per ep.,PG-13 - Teens 13 or older,0.7542016806722689,13843,2902.0,0.12262390267505356,40080,90,Spring 2016,Mondays at 00:00 (JST),at-x|dax production|houbunsha|toho animation|ray,funimation,doga kobo,slice of life|comedy|school,24.0,2016.0,288.0
33500,Acerola-chan,,セロラちゃん,,https://myanimelist.net/images/anime/4/80597.jpg,ONA,Original,3,Finished Airing,False,"Jul 3, 2009","{'from': '2009-07-03', 'to': '2009-08-31'}",3 min. per ep.,G - All Ages,0.48424369747899165,46,9549.0,0.8506255616230041,131,0,,,unknown,unknown,dle,comedy,3.0,2009.0,9.0
13137,Itsuka Tenma no Kuro Usagi Special,,いつか天魔の黒ウサギ スペシャル,,https://myanimelist.net/images/anime/9/36791.jpg,Special,Light novel,1,Finished Airing,False,"Feb 24, 2012","{'from': '2012-02-24', 'to': '2012-02-24'}",3 min.,PG-13 - Teens 13 or older,0.6838235294117647,1339,5557.0,0.3608903020667726,4198,2,,,unknown,unknown,zexcs,comedy|ecchi,3.0,2012.0,3.0
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,,空を見上げる少女の瞳に映る世界,Munto TV,https://myanimelist.net/images/anime/4/24030.jpg,TV,Original,9,Finished Airing,False,"Jan 14, 2009","{'from': '2009-01-14', 'to': '2009-03-11'}",24 min. per ep.,PG-13 - Teens 13 or older,0.7584033613445378,11452,2746.0,0.14819935024538605,29239,101,Winter 2009,Unknown,unknown,unknown,kyoto animation,action|super power|magic|romance|fantasy,24.0,2009.0,216.0
7337,"Hetalia Axis Powers Movie: Paint it, White","Hetalia Axis Powers: Paint it, White!","銀幕ヘタリア Axis Powers Paint it, White (白くぬれ！)","Ginmaku Hetalia: Axis Powers - Paint it, White (Shiroku Nure!)",https://myanimelist.net/images/anime/6/30761.jpg,Movie,Web manga,1,Finished Airing,False,"Jun 5, 2010","{'from': '2010-06-05', 'to': '2010-06-05'}",1 hr. 20 min.,PG-13 - Teens 13 or older,0.7773109243697479,24347,2021.0,0.11716319900463122,43232,305,,,frontier works,funimation,studio deen,comedy|historical|parody,80.0,2010.0,80.0
34866,Yu☆Gi☆Oh! VRAINS,Yu-Gi-Oh! VRAINS,遊戯王VRAINS,"Yuu Gi Ou!, Yugioh",https://myanimelist.net/images/anime/13/84901.jpg,TV,Manga,0,Currently Airing,True,"May 10, 2017","{'from': '2017-05-10', 'to': None}",24 min.,PG-13 - Teens 13 or older,0.7111344537815125,4336,4473.0,0.20011059653003385,16968,114,Spring 2017,Wednesdays at 18:25 (JST),tv tokyo|nihon ad systems,unknown,studio gallop,action|fantasy|game|sci-fi|shounen,24.0,2017.0,0.0
17585,Myself ; Yourself Specials,,マイセルフ；ユアセルフ,,https://myanimelist.net/images/anime/10/46975.jpg,Special,Visual novel,2,Finished Airing,False,"Jun 27, 2008","{'from': '2008-06-27', 'to': '2008-06-27'}",3 min. per ep.,PG-13 - Teens 13 or older,0.7153361344537815,2098,4283.0,0.3333794152208474,5157,1,,,unknown,unknown,doga kobo,drama|romance|school,3.0,2008.0,6.0
